title,runtime,imdb_score,imdb_votes,user_review_count,critic_review_count,critic_overall_score,critic_positive_score,critic_mixed_score,critic_negative_score,user_overall_score,user_positive_score,user_mixed_score,user_negative_score
Hero,120 min,7.9,179759,892,158,85,42,0,0,8.8,471,21,31
Mount Head,10 min,6.8,1488,18,5,,,,,,,,
The Twilight Samurai,129 min,8.1,23651,115,95,82,23,2,0,8.4,25,3,1
Treasure Planet,95 min,7.2,114121,301,121,60,20,7,3,8.1,181,17,15
The Weather Underground,92 min,7.5,3631,45,28,77,20,3,0,7.3,6,1,0
Gone Nutty,5 min,7.3,3998,12,,,,,,,,,
Adaptation.,115 min,7.7,189574,,,,,,,,,,
The Lord of the Rings: The Two Towers,179 min,8.8,1598345,2.6K,313,87,38,1,0,9.0,"1,772",43,63
Gangs of New York,167 min,7.5,432278,1.2K,223,72,27,12,0,7.5,300,57,18
Chicago,113 min,7.2,226936,1K,213,81,32,5,2,7.9,190,38,10
Prisoner of Paradise,96 min,7.5,387,9,13,,,,,,,,
Twin Sisters,137 min,7.4,6639,30,26,,,,,,,,
The Hours,110 min,7.5,130319,696,159,80,35,4,1,8.6,181,21,9
Catch Me If You Can,141 min,8.1,932648,,,,,,,,,,
The Cooler,101 min,6.9,33920,227,75,69,28,8,0,6.8,17,9,2
Thirteen,100 min,6.8,85808,568,119,70,27,10,0,8.3,171,10,23
Capturing the Friedmans,107 min,7.7,25492,158,68,90,38,1,0,8.0,37,2,3
Pieces of April,80 min,7.0,21000,188,113,70,28,7,1,8.7,54,7,4
American Splendor,101 min,7.4,49650,233,192,90,41,1,0,7.9,63,9,3
Tupac: Resurrection,112 min,7.9,9487,40,27,66,23,10,0,8.4,29,0,3
Most,29 min,7.8,1791,25,,,,,,,,,
Twin Towers,34 min,7.5,253,7,3,,,,,,,,
(A)Torzija,15 min,7.3,359,4,,,,,,,,,
Asylum,20 min,6.5,49,,,,,,,,,,
A Mighty Wind,91 min,7.2,27787,276,85,81,36,4,0,7.2,29,9,4
My Architect,116 min,7.4,3199,37,58,81,27,2,0,8.2,12,1,1
Evil,113 min,7.8,37977,102,70,61,11,3,1,7.6,14,4,1
Finding Nemo,100 min,8.2,1012858,1K,161,90,37,1,0,8.7,995,41,32
The Triplets of Belleville,80 min,7.8,54020,320,172,91,34,1,0,7.7,109,12,16
The Fog of War,107 min,8.1,24203,166,132,87,33,3,0,7.5,35,2,7
The Barbarian Invasions,99 min,7.5,29138,173,121,70,27,5,2,5.6,9,2,4
Mystic River,138 min,7.9,447603,1.1K,217,84,37,4,1,7.1,339,39,66
Destino,7 min,7.6,5229,30,9,,,,,,,,
Pirates of the Caribbean: The Curse of the Black Pearl,143 min,8.1,1072529,2.3K,180,63,25,12,3,8.8,"1,068",42,25
The Story of the Weeping Camel,93 min,7.4,6235,68,87,81,28,2,0,8.4,15,1,2
Harvie Krumpet,23 min,7.9,8557,31,22,,,,,,,,
Seabiscuit,140 min,7.3,72103,483,161,72,38,4,1,7.1,43,10,6
"Two Cars, One Night",12 min,7.2,2470,11,7,,,,,,,,
Two Soldiers,40 min,7.1,371,11,2,,,,,,,,
Chernobyl Heart,39 min,7.8,761,14,,,,,,,,,
Lost in Translation,102 min,7.7,443262,2K,287,89,42,2,0,7.5,605,66,105
Girl with a Pearl Earring,100 min,6.9,77481,320,140,72,28,9,0,7.1,35,5,5
Wasp,26 min,7.5,4076,27,12,,,,,,,,
Zelary,150 min,7.6,3541,36,25,66,16,4,0,7.5,7,4,0
21 Grams,124 min,7.7,234055,594,178,70,31,5,5,7.7,187,30,11
Ferry Tales,40 min,7.6,72,,,,,,,,,,
Brother Bear,85 min,6.8,107205,201,96,48,9,15,4,6.5,81,38,25
Master and Commander: The Far Side of the World,138 min,7.4,216905,,,,,,,,,,
Monster,109 min,7.3,148840,604,189,74,35,5,0,7.3,103,19,16
7:35 in the Morning,8 min,7.3,2441,14,2,,,,,,,,
The Last Samurai,154 min,7.8,427673,1K,172,55,19,20,4,8.0,314,41,26
The Lord of the Rings: The Return of the King,201 min,9.0,1769262,,,,,,,,,,
Boundin',5 min,6.9,13886,41,12,,,,,,,,
Something's Gotta Give,128 min,6.7,119953,444,138,66,31,8,1,6.2,29,19,10
Big Fish,125 min,8.0,434705,932,245,58,24,15,3,8.6,379,39,9
Cold Mountain,154 min,7.2,147109,723,171,73,34,6,1,5.8,106,24,51
House of Sand and Fog,126 min,7.5,68192,504,156,71,30,10,1,8.6,146,7,13
Nibbles,4 min,5.8,351,6,,,,,,,,,
The Motorcycle Diaries,126 min,7.8,100427,312,190,75,31,6,0,7.6,54,8,4
Born Into Brothels: Calcutta's Red Light Kids,85 min,7.2,17146,104,68,78,30,2,0,8.1,19,2,1
Super Size Me,100 min,7.2,107410,442,174,73,32,4,1,7.5,90,14,8
Maria Full of Grace,101 min,7.5,34966,180,154,87,38,1,0,2.6,60,5,151
Before Sunset,80 min,8.1,255969,583,231,90,34,5,0,8.6,366,17,16
The Passion of the Christ,127 min,7.2,226379,,,,,,,,,,
Lorenzo,5 min,6.5,1877,9,4,,,,,,,,
Eternal Sunshine of the Spotless Mind,108 min,8.3,976635,1.9K,302,89,40,1,0,8.9,"1,037",43,34
The Chorus,97 min,7.9,61159,133,118,56,15,17,0,8.0,43,8,2
Sister Rose's Passion,39 min,6.9,105,5,3,,,,,,,,
Shrek 2,93 min,7.3,450004,616,191,75,33,7,0,8.7,639,42,18
Troy,163 min,7.3,521155,1.8K,205,56,18,21,4,8.6,561,85,24
Ryan,14 min,7.5,2871,26,8,,,,,,,,
House of Flying Daggers,119 min,7.5,111264,446,249,89,36,1,0,8.8,421,18,26
Harry Potter and the Prisoner of Azkaban,142 min,7.9,610639,1.6K,288,82,36,4,0,8.3,930,84,42
Birthday Boy,10 min,6.6,610,38,2,,,,,,,,
Yesterday,90 min,7.5,2356,34,10,,,,,,,,
Spider-Man 2,127 min,7.4,629190,,,,,,,,,,
"I, Robot",115 min,7.1,528163,874,220,59,19,18,1,8.0,355,62,28
The Village,108 min,6.6,256978,2.1K,279,44,11,19,10,6.7,222,72,66
Cashback,18 min,7.6,10726,19,7,,,,,,,,
Collateral,120 min,7.5,388836,983,229,71,33,8,0,8.7,442,35,9
Twist of Faith,87 min,7.2,930,16,16,70,8,1,0,tbd,2,0,0
The Last Farm,17 min,7.7,1225,9,8,,,,,,,,
Little Terrorist,15 min,7.1,685,12,4,,,,,,,,
Everything in This Country Must,20 min,7.5,102,5,,,,,,,,,
Darwin's Nightmare,107 min,7.5,5518,50,78,84,18,0,0,7.5,36,3,10
The Sea Inside,126 min,8.0,81046,152,158,74,33,5,0,8.1,48,3,4
Being Julia,104 min,7.0,12434,122,92,65,28,10,0,7.5,12,5,1
As It Is in Heaven,133 min,7.5,17267,102,38,,,,,,,,
Finding Neverland,106 min,7.7,204386,678,206,67,27,11,0,7.8,135,28,4
Kinsey,118 min,7.1,48940,211,187,79,35,5,0,5.5,35,12,22
Howl's Moving Castle,119 min,8.2,376423,528,240,80,34,4,2,8.8,454,27,16
Vera Drake,125 min,7.7,25295,177,149,83,36,4,0,7.5,37,4,6
Downfall,156 min,8.2,349135,674,116,82,32,3,0,8.6,228,12,6
Shark Tale,90 min,6.0,178946,355,131,48,9,23,4,6.6,136,76,48
Crash,112 min,7.8,432572,1.7K,280,66,20,15,1,8.5,607,48,55
Hotel Rwanda,121 min,8.1,350068,702,156,79,37,3,0,8.8,238,10,2
Ray,152 min,7.7,145759,480,132,73,29,11,0,8.8,188,15,6
Sideways,127 min,7.5,188808,918,183,94,41,1,0,7.0,360,84,93
The Death of Kevin Carter: Casualty of the Bang Bang Club,27 min,7.1,159,,3,,,,,,,,
Gopher Broke,4 min,6.5,1325,7,2,,,,,,,,
Our Time Is Up,14 min,7.3,911,11,4,,,,,,,,
Six Shooter,27 min,7.5,12256,35,12,,,,,,,,
Guard Dog,5 min,7.3,1015,8,4,,,,,,,,
The Polar Express,100 min,6.6,200837,621,166,61,23,9,4,6.9,167,59,31
Binta and the Great Idea,30 min,7.2,523,6,7,,,,,,,,
The Incredibles,115 min,8.1,705027,1K,239,90,40,1,0,8.8,"1,172",63,34
A Very Long Engagement,133 min,7.6,73391,255,187,76,31,8,0,7.8,47,8,3
Closer,104 min,7.2,214984,992,195,65,28,12,2,8.7,398,40,22
The Runaway,23 min,7.1,382,6,6,,,,,,,,
Million Dollar Baby,132 min,8.1,673111,1.3K,260,86,35,2,2,7.5,480,33,88
The Phantom of the Opera,143 min,7.2,121349,2.1K,146,40,10,14,15,8.4,319,35,40
The Aviator,170 min,7.5,354449,880,265,77,36,5,0,8.6,462,40,13
A Series of Unfortunate Events,108 min,6.8,205960,653,179,62,24,12,1,6.9,145,55,24
Autism Is a World,40 min,6.9,152,7,2,,,,,,,,
Mighty Times: The Children's March,40 min,7.8,112,2,,,,,,,,,
The Moon and the Son: An Imagined Conversation,28 min,6.9,641,13,4,,,,,,,,
West Bank Story,21 min,7.2,1637,19,7,,,,,,,,
The Mysterious Geographic Explorations of Jasper Morello,26 min,7.8,2348,18,7,,,,,,,,
March of the Penguins,80 min,7.6,57705,353,163,79,35,4,0,7.8,84,13,7
The Children of Leningradsky,35 min,7.8,878,6,,,,,,,,,
Murderball,88 min,7.7,10175,69,95,87,32,1,0,8.4,38,3,2
The Squid and the Whale,81 min,7.3,82768,,,,,,,,,,
Junebug,106 min,6.9,22811,207,135,80,29,5,0,7.9,79,18,6
Hustle & Flow,116 min,7.3,40331,218,145,68,30,7,0,8.8,118,4,8
Sophie Scholl: The Final Days,120 min,7.6,27519,114,128,76,27,3,0,8.3,42,5,2
Transamerica,103 min,7.4,41221,237,173,66,27,10,0,7.8,60,10,4
Paradise Now,91 min,7.4,23107,164,95,71,27,5,0,7.8,40,5,4
Badgered,7 min,6.5,686,10,7,,,,,,,,
The Mushroom Club,35 min,6.8,62,2,3,,,,,,,,
Hardwood,29 min,6.3,128,,,,,,,,,,
One Too Many,16 min,7.2,658,6,7,,,,,,,,
9,11 min,7.7,6643,19,5,,,,,,,,
Enron: The Smartest Guys in the Room,110 min,7.6,18329,46,50,,,,,,,,
Street Fight,83 min,7.9,2056,15,32,85,11,0,0,6.9,10,0,3
Maestro,5 min,7.5,1414,14,6,,,,,,,,
Star Wars: Episode III - Revenge of the Sith,140 min,7.6,760152,3.7K,393,68,28,11,1,7.8,"1,872",300,169
Match Point,124 min,7.6,215514,820,277,72,32,8,0,8.4,478,40,53
A History of Violence,96 min,7.4,234864,1.2K,447,81,33,4,0,7.4,633,95,152
Joyeux Noel,116 min,7.7,29595,165,124,70,22,4,0,8.1,38,1,3
Cinderella Man,144 min,8.0,184823,612,206,69,31,6,3,8.8,303,9,11
Batman Begins,140 min,8.3,1418364,3K,335,70,30,11,0,8.4,"2,440",105,152
One Man Band,4 min,7.7,15943,30,14,,,,,,,,
War of the Worlds,116 min,6.5,438057,2.9K,396,73,33,6,1,7.5,878,167,187
The Saviour,17 min,6.8,389,5,5,,,,,,,,
Charlie and the Chocolate Factory,115 min,6.7,463368,1.5K,263,72,32,7,1,6.7,350,127,96
Pride & Prejudice,129 min,7.8,286005,1.2K,108,82,35,2,0,8.6,522,33,38
The Constant Gardener,129 min,7.4,139558,624,224,82,37,2,0,7.0,189,49,48
God Sleeps in Rwanda,28 min,7.2,116,2,4,,,,,,,,
Tsotsi,94 min,7.2,28472,185,156,70,28,7,0,7.7,31,6,2
A Note of Triumph: The Golden Age of Norman Corwin,39 min,7.1,117,2,3,,,,,,,,
"Good Night, and Good Luck.",93 min,7.4,97333,549,350,80,35,5,1,7.2,131,35,24
Capote,114 min,7.4,131579,459,275,88,38,2,0,7.7,211,36,18
Brokeback Mountain,134 min,7.7,348803,2.4K,240,87,37,4,0,8.2,"1,239",77,179
Wallace & Gromit: The Curse of the Were-Rabbit,85 min,7.5,133137,350,132,87,38,0,0,8.2,268,29,15
Walk the Line,136 min,7.8,246738,926,268,72,30,9,0,8.3,315,38,20
Corpse Bride,77 min,7.4,263795,574,262,83,33,2,0,7.9,434,76,32
Water,117 min,7.7,14815,155,84,77,22,3,0,7.0,20,9,4
Don't Tell,120 min,6.4,2467,,,,,,,,,,
Mrs. Henderson Presents,103 min,7.0,15656,187,135,71,30,6,0,7.2,28,5,6
North Country,126 min,7.3,42253,233,143,68,31,8,0,7.4,69,12,9
Harry Potter and the Goblet of Fire,157 min,7.7,604072,2K,312,81,35,3,0,7.9,988,141,81
Syriana,128 min,6.9,129578,649,341,76,36,4,0,7.7,284,50,54
Memoirs of a Geisha,145 min,7.3,146434,634,212,54,16,19,3,6.8,127,43,33
King Kong,187 min,7.2,415075,,,,,,,,,,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143 min,6.9,388983,1.6K,260,75,31,7,1,6.0,446,125,217
Munich,164 min,7.5,224042,896,229,74,30,9,0,8.0,401,64,39
The New World,135 min,6.7,85825,744,169,69,27,11,0,6.8,138,38,45
Little Miss Sunshine,101 min,7.8,467891,1K,244,80,34,2,0,7.5,535,51,100
Iraq in Fragments,94 min,7.2,1476,22,52,84,24,2,0,6.7,4,1,1
The Illusionist,110 min,7.6,368068,718,221,68,29,8,0,8.7,496,50,15
Half Nelson,106 min,7.1,86796,,,,,,,,,,
An Inconvenient Truth,96 min,7.4,82859,543,117,75,27,3,2,8.0,205,16,29
The Danish Poet,15 min,7.5,2432,14,14,,,,,,,,
After the Wedding,120 min,7.7,34318,122,134,78,28,1,0,8.0,49,2,4
Volver,121 min,7.6,100357,253,135,84,36,1,1,8.4,217,18,17
Cars,117 min,7.2,403517,742,253,73,29,9,1,7.5,547,125,59
The Lives of Others,137 min,8.4,381981,556,219,89,38,1,0,8.8,352,13,10
United 93,111 min,7.6,105357,885,144,90,39,1,0,7.6,320,43,60
Jesus Camp,87 min,7.4,27802,278,121,62,18,8,2,7.1,43,8,8
My Love,26 min,7.9,1519,12,5,,,,,,,,
Poseidon,98 min,5.7,103370,714,224,50,12,17,7,5.9,63,51,37
The Mozart of Pickpockets,31 min,7.0,901,4,8,,,,,,,,
Babel,143 min,7.5,299775,989,259,69,30,8,0,6.7,549,105,207
Marie Antoinette,123 min,6.5,109205,708,254,65,22,10,5,5.8,205,44,122
Days of Glory,120 min,7.0,14568,73,96,82,23,2,0,7.3,16,3,3
Pan's Labyrinth,118 min,8.2,653975,1.3K,461,98,37,0,0,8.7,"2,435",192,150
Click,107 min,6.4,324054,844,160,45,11,14,10,6.6,216,78,65
The Blood of Yingzhou District,38 min,7.3,285,4,5,,,,,,,,
Monster House,91 min,6.6,114141,302,175,68,27,4,1,8.2,262,39,21
The Devil Wears Prada,109 min,6.9,404476,788,198,62,26,14,0,7.5,251,60,20
Superman Returns,154 min,6.1,280702,2.4K,350,72,29,11,0,6.9,928,245,317
Pirates of the Caribbean: Dead Man's Chest,151 min,7.4,693476,1.9K,318,53,15,18,4,7.2,691,177,119
Deliver Us from Evil,101 min,7.9,10358,60,42,86,23,0,0,7.9,31,5,3
Recycled Life,38 min,7.6,112,3,2,,,,,,,,
The Little Matchgirl,7 min,7.8,4696,28,9,,,,,,,,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,84 min,7.4,399379,1.3K,237,89,36,2,0,7.4,946,117,218
"My Country, My Country",90 min,7.1,357,,2,,,,,,,,
The Black Dahlia,121 min,5.6,73796,686,168,49,9,21,5,2.8,32,40,132
Two Hands: The Leon Fleisher Story,17 min,6.5,83,3,2,,,,,,,,
Rehearsing a Dream,40 min,6.8,50,3,,,,,,,,,
Little Children,137 min,7.5,110596,345,249,75,28,6,0,7.4,146,20,28
The Last King of Scotland,123 min,7.7,184086,388,237,74,33,3,0,8.0,150,25,4
The Queen,103 min,7.3,109305,473,273,91,37,0,0,6.7,262,45,79
Venus,95 min,7.1,12974,118,121,82,32,0,0,7.1,30,6,6
Children of Men,109 min,7.9,490641,1.4K,327,84,37,1,0,8.5,"1,150",78,115
Sari's Mother,21 min,7.1,128,3,,,,,,,,,
Away from Her,110 min,7.5,22096,130,166,88,35,1,0,8.0,87,8,8
No Time for Nuts,7 min,7.5,3948,11,4,,,,,,,,
Peter and The Wolf,32 min,7.5,4017,23,16,,,,,,,,
The Departed,151 min,8.5,1280180,2.4K,293,85,36,3,0,7.0,"1,330",119,423
Flags of Our Fathers,135 min,7.1,122476,450,264,79,32,7,0,7.0,148,40,28
Lifted,5 min,7.8,19374,137,13,,,,,,,,
The Prestige,130 min,8.5,1288042,1.6K,365,66,26,9,1,8.6,"1,291",69,61
The Good German,105 min,6.0,25037,187,186,49,10,19,5,7.0,42,10,12
Letters from Iwo Jima,141 min,7.9,160885,367,241,89,34,3,0,8.2,299,29,24
Happy Feet,108 min,6.4,181937,612,121,77,26,4,0,6.2,190,69,81
Blood Diamond,143 min,8.0,535025,770,180,64,24,13,2,8.5,564,45,23
Apocalypto,139 min,7.8,306680,1.2K,295,68,23,12,2,7.6,433,48,71
Dreamgirls,130 min,6.6,73148,554,238,76,30,6,1,7.3,199,53,41
The Good Shepherd,167 min,6.7,102398,,,,,,,,,,
Curse of the Golden Flower,114 min,7.0,43888,237,187,70,23,8,1,7.5,71,19,11
The Pursuit of Happyness,117 min,8.0,493233,889,190,64,22,14,0,7.2,287,50,55
Notes on a Scandal,92 min,7.4,77913,309,219,73,26,8,1,7.9,101,16,5
Tanghi argentini,14 min,7.7,731,6,7,,,,,,,,
Helmer & Son,13 min,6.8,439,5,6,,,,,,,,
Freeheld,39 min,7.8,334,2,,,,,,,,,
The Savages,113 min,7.1,37164,133,198,85,37,0,0,7.5,78,19,7
War Dance,105 min,7.8,1169,19,43,68,15,4,1,7.0,11,0,3
Once,86 min,7.8,115468,383,237,88,33,0,0,8.2,305,30,40
No End in Sight,102 min,8.2,8380,56,75,89,28,0,0,8.2,50,2,6
Even Pigeons Go to Heaven,9 min,6.8,930,11,6,,,,,,,,
The Substitute,17 min,6.8,498,8,9,,,,,,,,
La Vie en Rose,140 min,7.6,86234,271,212,66,19,10,0,7.9,94,18,7
Norbit,102 min,4.1,73518,353,124,27,1,8,17,4.5,52,34,73
Operation Homecoming: Writing the Wartime Experience,81 min,7.2,424,7,13,,,,,,,,
The Counterfeiters,99 min,7.5,45381,,,,,,,,,,
Beaufort,131 min,6.7,4679,28,48,,,,,,,,
At Night,39 min,7.2,388,5,10,,,,,,,,
Lavatory Lovestory,10 min,7.1,1681,6,13,,,,,,,,
I Met the Walrus,5 min,6.9,900,8,5,,,,,,,,
Taxi to the Dark Side,106 min,7.5,15946,60,53,82,25,0,0,7.1,30,6,7
Sicko,123 min,8.0,75266,431,255,74,36,2,1,7.5,194,12,45
Pirates of the Caribbean: At World's End,169 min,7.1,630331,1.3K,327,50,12,19,5,6.4,612,220,220
No Country for Old Men,122 min,8.2,936666,2K,518,92,36,2,0,7.9,"1,489",192,200
Madame Tutli-Putli,17 min,7.2,2729,22,9,,,,,,,,
The Diving Bell and the Butterfly,112 min,8.0,106969,205,267,92,34,2,0,8.3,202,18,13
Persepolis,96 min,8.0,93496,,,,,,,,,,
Surf's Up,85 min,6.7,77272,152,155,64,23,2,1,8.1,134,21,11
Transformers,144 min,7.1,625218,1.9K,389,61,26,7,2,6.9,969,277,224
Ratatouille,111 min,8.1,697479,834,319,96,37,0,0,8.6,"1,751",118,69
New Boy,11 min,7.1,1098,11,9,,,,,,,,
Oktapodi,3 min,7.2,3400,16,11,,,,,,,,
The Bourne Ultimatum,115 min,8.0,626136,944,328,85,36,2,0,7.6,712,66,121
Salim Baba,15 min,7.4,103,,,,,,,,,,
Mongol: The Rise of Genghis Khan,126 min,7.2,46470,188,159,74,22,4,1,7.4,50,8,6
3:10 to Yuma,122 min,7.7,305208,680,304,76,35,2,0,7.3,362,68,49
Atonement,123 min,7.8,271354,718,308,85,33,3,0,7.8,449,71,62
Toyland,14 min,7.7,2844,32,13,,,,,,,,
Michael Clayton,119 min,7.2,163350,426,308,82,36,0,0,7.6,306,56,34
Juno,96 min,7.5,513027,976,380,81,36,2,0,8.2,"1,088",88,133
In the Valley of Elah,121 min,7.2,72241,255,234,65,27,10,0,7.5,78,15,7
Into the Wild,148 min,8.1,610054,1K,246,73,30,8,0,8.1,397,44,35
Encounters at the End of the World,99 min,7.7,18334,82,151,80,24,1,0,7.7,31,4,4
The Assassination of Jesse James by the Coward Robert Ford,160 min,7.5,178170,,,,,,,,,,
I'm Not There,135 min,6.8,58505,251,230,73,28,6,1,6.7,92,28,28
Gone Baby Gone,114 min,7.6,268363,629,266,72,31,3,0,7.7,228,33,13
12,159 min,7.6,14601,42,71,72,12,5,0,7.4,17,1,3
The Visitor,104 min,7.6,42975,171,234,79,26,3,0,8.0,73,8,5
Eastern Promises,100 min,7.6,239252,453,289,82,32,3,0,7.1,238,27,52
Elizabeth: The Golden Age,114 min,6.8,70856,252,195,45,7,26,2,6.3,55,24,19
Across the Universe,133 min,7.3,109560,569,168,56,18,7,4,7.3,188,38,45
Lars and the Real Girl,106 min,7.3,143782,372,225,70,24,6,2,8.1,213,17,17
Katyn,121 min,7.0,16431,86,102,81,16,1,0,7.1,27,5,5
There Will Be Blood,158 min,8.2,566829,1.4K,352,93,39,3,0,8.1,"1,352",133,177
The Kite Runner,128 min,7.6,79795,258,207,61,21,13,0,7.8,73,15,3
August Rush,114 min,7.5,106784,425,134,38,4,10,13,7.5,161,35,30
American Gangster,157 min,7.8,417677,548,298,76,35,3,0,7.6,345,63,27
Enchanted,107 min,7.1,194257,453,222,75,28,4,0,8.2,261,35,15
On the Line,30 min,7.5,413,5,9,,,,,,,,
The Golden Compass,113 min,6.1,186199,726,243,51,10,20,3,6.1,198,87,104
Sweeney Todd: The Demon Barber of Fleet Street,116 min,7.4,360734,908,380,83,35,4,0,7.7,499,92,56
Charlie Wilson's War,102 min,7.0,116988,336,249,67,33,3,3,6.7,108,39,16
Manon on the Asphalt,15 min,7.6,331,3,8,,,,,,,,
In Bruges,107 min,7.9,412380,671,320,67,26,8,0,8.6,476,35,9
Frozen River,97 min,7.1,25606,111,158,82,28,2,0,7.9,67,8,6
Trouble the Water,93 min,7.3,2016,22,44,83,24,2,0,7.9,13,2,1
The Betrayal,96 min,7.0,428,4,29,78,10,0,0,8.3,7,0,1
Man on Wire,94 min,7.7,55383,175,198,89,31,0,0,8.2,122,13,7
Instead of Abracadabra,22 min,7.2,542,5,12,,,,,,,,
La corona,40 min,7.8,108,,2,,,,,,,,
Revanche,121 min,7.5,14617,54,123,84,21,1,0,8.1,32,3,1
Happy-Go-Lucky,118 min,7.0,39341,221,179,84,31,3,0,8.0,209,17,42
The Tonto Woman,35 min,7.0,595,8,9,,,,,,,,
Iron Man,126 min,7.9,1021420,1.5K,550,79,33,5,0,8.5,"2,250",123,77
This Way Up,9 min,6.9,1610,10,13,,,,,,,,
Kung Fu Panda,92 min,7.6,453565,500,274,74,31,5,0,8.3,553,42,19
Waltz with Bashir,90 min,8.0,57445,169,237,91,32,1,0,7.9,131,12,15
Vicky Cristina Barcelona,96 min,7.1,252599,424,276,70,30,4,2,7.0,190,42,32
Changeling,141 min,7.8,251898,494,269,63,23,12,3,7.8,185,28,13
Il Divo,110 min,7.3,17645,53,131,81,17,0,0,7.2,31,7,6
The Class,128 min,7.5,35177,,,,,,,,,,
Granny O'Grimm's Sleeping Beauty,6 min,6.4,1617,12,11,,,,,,,,
Presto,5 min,8.3,24275,47,30,,,,,,,,
The House of Small Cubes,12 min,8.2,10926,18,20,,,,,,,,
Wanted,110 min,6.7,381705,836,307,64,28,8,2,4.8,295,120,278
Smile Pinki,39 min,7.9,436,2,,,,,,,,,
The Garden,80 min,7.3,731,5,21,,,,,,,,
WALL·E,98 min,8.4,1078625,1.4K,272,95,39,0,0,8.8,"2,608",121,138
Hellboy II: The Golden Army,120 min,7.0,267386,402,362,78,35,1,0,7.8,377,72,36
The Door,17 min,7.2,621,5,10,,,,,,,,
The Dark Knight,152 min,9.1,2538291,8K,434,84,33,6,0,8.9,"5,816",217,372
Tropic Thunder,107 min,7.1,404049,698,323,71,30,9,0,7.4,460,94,73
The Witness from the Balcony of Room 306,32 min,7.5,87,,,,,,,,,,
The Conscience of Nhem En,34 min,7.7,64,,,,,,,,,,
Departures,130 min,8.0,51495,176,173,68,20,7,0,8.0,54,3,6
Slumdog Millionaire,120 min,8.0,831572,1.2K,239,84,34,2,0,7.8,642,98,69
The Duchess,110 min,6.9,82274,,,,,,,,,,
Rachel Getting Married,113 min,6.7,48995,311,229,82,32,3,1,5.7,129,27,79
The Hurt Locker,131 min,7.6,443441,1K,407,95,36,1,0,7.3,"1,134",167,238
The Wrestler,109 min,7.9,301672,,,,,,,,,,
Paris 36,120 min,6.5,2809,20,70,40,5,9,5,4.0,0,3,1
"Food, Inc.",94 min,7.8,50969,200,116,80,27,0,1,8.2,66,7,3
The Baader Meinhof Complex,150 min,7.3,37762,123,159,76,19,3,0,7.5,28,3,2
Frost/Nixon,122 min,7.7,107215,276,297,80,35,3,0,7.8,154,18,11
Milk,128 min,7.6,171205,324,248,83,37,2,0,7.6,272,38,43
Doubt,104 min,7.5,127938,416,288,68,26,9,1,7.9,141,20,6
French Roast,8 min,7.1,2831,10,13,,,,,,,,
Burma VJ: Reporting from a Closed Country,84 min,7.9,2439,15,50,82,12,1,0,8.2,9,2,1
Bolt,96 min,6.9,205130,242,219,67,20,8,1,8.2,335,46,22
Australia,165 min,6.6,123510,499,175,53,15,19,4,6.8,148,50,34
The Pig,23 min,7.5,380,3,9,,,,,,,,
A Matter of Loaf and Death,30 min,7.6,16674,45,26,,,,,,,,
The Curious Case of Benjamin Button,166 min,7.8,632572,,,,,,,,,,
The Reader,124 min,7.6,240833,484,291,58,19,17,2,7.3,135,43,15
Revolutionary Road,119 min,7.3,209815,547,201,69,28,9,1,7.4,196,35,29
Defiance,137 min,7.2,146099,277,128,58,18,16,0,5.9,102,36,48
Precious,110 min,7.3,109771,336,313,78,31,3,2,8.1,192,17,17
Miracle Fish,17 min,7.2,911,3,13,,,,,,,,
An Education,100 min,7.3,132908,276,276,85,32,2,0,7.8,195,28,12
The Messenger,113 min,7.1,35136,103,204,77,27,4,1,7.6,51,5,3
In the Loop,106 min,7.4,57392,168,190,83,30,1,0,7.9,102,13,9
The Secret of Kells,75 min,7.6,34920,105,129,81,19,1,0,7.9,78,10,5
Which Way Home,90 min,7.8,1129,10,5,,,,,,,,
Coraline,100 min,7.7,217918,459,330,80,35,3,0,8.4,640,59,52
The Milk of Sorrow,94 min,6.7,6953,,,,,,,,,,
The Young Victoria,105 min,7.2,61236,111,187,64,21,7,1,7.9,60,12,1
The Final Inch,38 min,8.2,65,,,,,,,,,,
Star Trek,127 min,8.0,596988,1.7K,524,82,43,3,0,7.9,"1,309",140,156
Coco Before Chanel,105 min,6.7,40336,85,167,65,21,8,1,7.0,23,15,0
Kavi,19 min,6.8,385,2,11,,,,,,,,
Rabbit à la Berlin,51 min,7.5,835,4,5,,,,,,,,
The Cove,92 min,8.4,49301,152,175,84,26,0,0,8.2,92,6,8
China's Unnatural Disaster: The Tears of Sichuan Province,38 min,7.4,360,5,,,,,,,,,
Up,96 min,8.3,1009261,1K,408,88,34,3,0,8.7,"1,317",82,33
Bright Star,119 min,6.9,27246,120,223,81,30,4,0,7.1,70,8,16
A Prophet,155 min,7.8,97722,172,264,90,31,0,0,8.5,198,14,4
Dogtooth,97 min,7.2,93272,311,234,73,14,2,1,7.7,108,26,7
Inglourious Basterds,153 min,8.3,1386707,2K,400,69,26,9,1,7.9,"1,434",130,188
Logorama,16 min,7.5,5978,24,22,,,,,,,,
The White Ribbon,144 min,7.8,72690,224,286,82,29,3,1,7.9,112,15,8
The Imaginarium of Doctor Parnassus,123 min,6.8,148412,265,283,65,22,7,1,7.1,144,63,16
